1688138457753084,1688138457753231,146,
1688138473673994,1688138473674178,183,
1688138489429093,1688138489429237,143,
1688138505156370,1688138505156519,148,
1688138520987480,1688138520987616,136,
1688138536796937,1688138536797080,142,
1688138552601599,1688138552601741,142,
1688138568447776,1688138568447928,152,
1688138584258797,1688138584258938,140,
1688138600028319,1688138600028454,135,
1688138615751146,1688138615751289,143,
1688138631495675,1688138631495818,142,
1688138647228713,1688138647228853,140,
1688138662979488,1688138662979625,136,
1688138678743018,1688138678743133,114,
1688138694472057,1688138694472202,145,
1688138710242487,1688138710242617,130,
1688138725956620,1688138725956777,157,
1688138741691659,1688138741691799,139,
1688138757431892,1688138757432042,149,
